username,location,followers,retweeted_og,tweetcreatedts,text,hashtags
QuitWithBella,,122,none,2022-04-15 09:00:00+00:00,"
Happy Easter! Bella is here with you during #Easter weekend, every step of your #stopsmoking journey.

Download the Quit with Bella App today at:  
iOS: https://t.co/e4lNz4VKm2  
Android: https://t.co/2WEq0mW1ZB 

 #Quit #AI #App #RoboCoach #Smokefree #QuitWithBella https://t.co/jGKwOVNt4R","[{'text': 'Easter', 'indices': [44, 51]}, {'text': 'stopsmoking', 'indices': [80, 92]}, {'text': 'Quit', 'indices': [215, 220]}, {'text': 'AI', 'indices': [221, 224]}, {'text': 'App', 'indices': [225, 229]}, {'text': 'RoboCoach', 'indices': [230, 240]}, {'text': 'Smokefree', 'indices': [241, 251]}, {'text': 'QuitWithBella', 'indices': [252, 266]}]"
SmokefreeHull,"Hull, England",724,none,2022-04-15 08:01:13+00:00,"
Going out this bank holiday?🥂🌞

For some smokers, social events can be a trigger, but there's no need to isolate yourself, for fear of relapse. Having some stop smoking tips ahead of time will help!

For tips visit: https://t.co/53nlCkUOKW

#stopsmoking #smokefree","[{'text': 'stopsmoking', 'indices': [241, 253]}, {'text': 'smokefree', 'indices': [254, 264]}]"
PreventiveBot,,754,DavidRBradley,2022-04-14 23:27:17+00:00,"
RT @DavidRBradley: REAL Help to #stopsmoking.  Would you like a free sample of my audio book?  DM for the link.  No obligation but time and…","[{'text': 'stopsmoking', 'indices': [32, 44]}]"
DavidRBradley,"Morro Bay, CA",6418,none,2022-04-14 23:00:25+00:00,"
REAL Help to #stopsmoking.  Would you like a free sample of my audio book?  DM for the link.  No obligation but time and attention.  If you got a habit to kick, this will be a great start. https://t.co/pKAwCdMAoV","[{'text': 'stopsmoking', 'indices': [13, 25]}]"
NHSShane,"Blackpool, England",221,NHSQuitTobacco,2022-04-14 21:01:41+00:00,"
RT @NHSQuitTobacco: Getting #stopsmoking support in #Blackpool has never been easier. During the Easter holidays you can self-refer for up…","[{'text': 'stopsmoking', 'indices': [28, 40]}, {'text': 'Blackpool', 'indices': [52, 62]}]"
PreventiveBot,,754,NHSQuitTobacco,2022-04-14 19:27:11+00:00,"
RT @NHSQuitTobacco: Getting #stopsmoking support in #Blackpool has never been easier. During the Easter holidays you can self-refer for up…","[{'text': 'stopsmoking', 'indices': [28, 40]}, {'text': 'Blackpool', 'indices': [52, 62]}]"
NHSQuitTobacco,"Blackpool, England",117,none,2022-04-14 19:20:06+00:00,"
Getting #stopsmoking support in #Blackpool has never been easier. During the Easter holidays you can self-refer for up to 12-weeks #NHS support here: 

https://t.co/2v8UcAehAq

We will call you on the next working day to complete your registration. https://t.co/HEyxJCC2P3","[{'text': 'stopsmoking', 'indices': [8, 20]}, {'text': 'Blackpool', 'indices': [32, 42]}, {'text': 'NHS', 'indices': [131, 135]}]"
CalebColyer,,18,achievelifesci,2022-04-14 18:40:31+00:00,"
RT @achievelifesci: We are excited to be enrolling participants in our ORCA-3 study! If you’re a daily cigarette #smoker &amp; have previously…","[{'text': 'smoker', 'indices': [113, 120]}]"
DrCarolynDean,Between the ocean and mountain,6081,none,2022-04-14 15:39:03+00:00,"
Smoking causes issues with your heart, lungs, and overall health.

#smoking #health #stopsmoking #drcarolyndean","[{'text': 'smoking', 'indices': [67, 75]}, {'text': 'health', 'indices': [76, 83]}, {'text': 'stopsmoking', 'indices': [84, 96]}, {'text': 'drcarolyndean', 'indices': [97, 111]}]"
PreventiveBot,,754,DavidRBradley,2022-04-14 15:27:02+00:00,"
RT @DavidRBradley: #StopSmoking Talking about the very real difference between quitting and stopping on #AmazonLive https://t.co/BoKpvAQAwM","[{'text': 'StopSmoking', 'indices': [19, 31]}, {'text': 'AmazonLive', 'indices': [104, 115]}]"
DavidRBradley,"Morro Bay, CA",6418,none,2022-04-14 15:16:16+00:00,"
#StopSmoking Talking about the very real difference between quitting and stopping on #AmazonLive https://t.co/BoKpvAQAwM","[{'text': 'StopSmoking', 'indices': [0, 12]}, {'text': 'AmazonLive', 'indices': [85, 96]}]"
AlbanyHypnosis,"Albany, NY",63,none,2022-04-14 14:16:54+00:00,"
Tired of all the old excuses?  Ready to make that positive change?  Sign up now for economically priced Hypnosis Zoom Groups on the topic of your desired help at: https://t.co/MqNu0SGP5R or call the office at (518)275-7388 for help signing up.
#hypnosis #stopsmoking #weightloss https://t.co/SRGGdVkRoN","[{'text': 'hypnosis', 'indices': [244, 253]}, {'text': 'stopsmoking', 'indices': [254, 266]}, {'text': 'weightloss', 'indices': [267, 278]}]"
Southernvaper1,,222,EcigClick,2022-04-14 13:46:17+00:00,"
RT @EcigClick: #Vaping can help you to #QuitSmoking - a great starter device is a simple and inexpensive #PodKit. We tell you the best we h…","[{'text': 'Vaping', 'indices': [15, 22]}, {'text': 'QuitSmoking', 'indices': [39, 51]}, {'text': 'PodKit', 'indices': [105, 112]}]"
PreventiveBot,,754,EcigClick,2022-04-14 12:11:57+00:00,"
RT @EcigClick: #Vaping can help you to #QuitSmoking - a great starter device is a simple and inexpensive #PodKit. We tell you the best we h…","[{'text': 'Vaping', 'indices': [15, 22]}, {'text': 'QuitSmoking', 'indices': [39, 51]}, {'text': 'PodKit', 'indices': [105, 112]}]"
alli_vapes,South Carolina ,4576,EcigClick,2022-04-14 12:11:15+00:00,"
RT @EcigClick: #Vaping can help you to #QuitSmoking - a great starter device is a simple and inexpensive #PodKit. We tell you the best we h…","[{'text': 'Vaping', 'indices': [15, 22]}, {'text': 'QuitSmoking', 'indices': [39, 51]}, {'text': 'PodKit', 'indices': [105, 112]}]"
EcigClick,UK,9785,none,2022-04-14 12:08:02+00:00,"
#Vaping can help you to #QuitSmoking - a great starter device is a simple and inexpensive #PodKit. We tell you the best we have tried in our guide here... https://t.co/87VF3oXbZk #THR #StopSmoking #BackVaping #Ecigclick https://t.co/6IeD6X87ZA","[{'text': 'Vaping', 'indices': [0, 7]}, {'text': 'QuitSmoking', 'indices': [24, 36]}, {'text': 'PodKit', 'indices': [90, 97]}, {'text': 'THR', 'indices': [179, 183]}, {'text': 'StopSmoking', 'indices': [184, 196]}, {'text': 'BackVaping', 'indices': [197, 208]}, {'text': 'Ecigclick', 'indices': [209, 219]}]"
PreventiveBot,,754,SmokefreeHull,2022-04-14 09:11:58+00:00,"
RT @SmokefreeHull: If you need some extra support during the bank holiday, try these stop smoking apps!📱

They're great for staying motivat…",[]
SmokefreeHull,"Hull, England",724,none,2022-04-14 09:01:12+00:00,"
If you need some extra support during the bank holiday, try these stop smoking apps!📱

They're great for staying motivated, connecting with others and tracking your progress too!🙌

Check it out: https://t.co/4qKkbwb3kX

#stopsmoking #smokefreeapps #thursdaythoughts https://t.co/hR0emTQwdx","[{'text': 'stopsmoking', 'indices': [220, 232]}, {'text': 'smokefreeapps', 'indices': [233, 247]}, {'text': 'thursdaythoughts', 'indices': [248, 265]}]"
Quit_Newcastle,"Newcastle Upon Tyne, England",480,none,2022-04-14 09:00:33+00:00,"
If you need some extra support during the bank holiday, try these stop smoking apps!📱

They're great for staying motivated, connecting with others and tracking your progress too!🙌

Check it out: https://t.co/VZp9Nby6oU

#stopsmoking #smokefreeapps #thursdaythoughts https://t.co/v3IGujchKq","[{'text': 'stopsmoking', 'indices': [220, 232]}, {'text': 'smokefreeapps', 'indices': [233, 247]}, {'text': 'thursdaythoughts', 'indices': [248, 265]}]"
SouthCoastSnus,United Kingdom,205,none,2022-04-14 08:59:16+00:00,"
Siberia available now! 

#uknicopods #snus #snuslife #snusnation #nicopods #stopsmoking #notobacco #smokeless #footballsnus #nicopodsuk #lyft #snusdosa #snusland #snuscentral #snusshop #snusreview #snusforlife #snusodens #snuslovers #snustagram #uksnus #snuslyft #snussiberia https://t.co/aaFh2w38uB","[{'text': 'uknicopods', 'indices': [25, 36]}, {'text': 'snus', 'indices': [37, 42]}, {'text': 'snuslife', 'indices': [43, 52]}, {'text': 'snusnation', 'indices': [53, 64]}, {'text': 'nicopods', 'indices': [65, 74]}, {'text': 'stopsmoking', 'indices': [75, 87]}, {'text': 'notobacco', 'indices': [88, 98]}, {'text': 'smokeless', 'indices': [99, 109]}, {'text': 'footballsnus', 'indices': [110, 123]}, {'text': 'nicopodsuk', 'indices': [124, 135]}, {'text': 'lyft', 'indices': [136, 141]}, {'text': 'snusdosa', 'indices': [142, 151]}, {'text': 'snusland', 'indices': [152, 161]}, {'text': 'snuscentral', 'indices': [162, 174]}, {'text': 'snusshop', 'indices': [175, 184]}, {'text': 'snusreview', 'indices': [185, 196]}, {'text': 'snusforlife', 'indices': [197, 209]}, {'text': 'snusodens', 'indices': [210, 220]}, {'text': 'snuslovers', 'indices': [221, 232]}, {'text': 'snustagram', 'indices': [233, 244]}, {'text': 'uksnus', 'indices': [245, 252]}, {'text': 'snuslyft', 'indices': [253, 262]}, {'text': 'snussiberia', 'indices': [263, 275]}]"
PreventiveBot,,754,AGHypnosis,2022-04-14 08:57:08+00:00,"
RT @AGHypnosis: The secret to getting ahead is getting started...
.
.
https://t.co/RwcY8Znlfw
 #Weightloss #YouCanQuit #WeightManagement #S…","[{'text': 'Weightloss', 'indices': [95, 106]}, {'text': 'YouCanQuit', 'indices': [107, 118]}, {'text': 'WeightManagement', 'indices': [119, 136]}]"
PreventiveBot,,754,podsandpouches,2022-04-14 08:56:59+00:00,"
RT @podsandpouches: Siberia available now!😎

#uknicopods #snus #snuslife #snusnation #nicopods #stopsmoking #notobacco #smokeless #football…","[{'text': 'uknicopods', 'indices': [45, 56]}, {'text': 'snus', 'indices': [57, 62]}, {'text': 'snuslife', 'indices': [63, 72]}, {'text': 'snusnation', 'indices': [73, 84]}, {'text': 'nicopods', 'indices': [85, 94]}, {'text': 'stopsmoking', 'indices': [95, 107]}, {'text': 'notobacco', 'indices': [108, 118]}, {'text': 'smokeless', 'indices': [119, 129]}]"
secret_scale,Invented by Dr @KrittanawongMD,555,AGHypnosis,2022-04-14 08:56:45+00:00,"
RT @AGHypnosis: The secret to getting ahead is getting started...
.
.
https://t.co/RwcY8Znlfw
 #Weightloss #YouCanQuit #WeightManagement #S…","[{'text': 'Weightloss', 'indices': [95, 106]}, {'text': 'YouCanQuit', 'indices': [107, 118]}, {'text': 'WeightManagement', 'indices': [119, 136]}]"
AGHypnosis,"Belfast, Northern Ireland",308,none,2022-04-14 08:56:16+00:00,"
The secret to getting ahead is getting started...
.
.
https://t.co/RwcY8Znlfw
 #Weightloss #YouCanQuit #WeightManagement #StopSmoking #QuitSmoking #GastricBandHypnotherapy #Hypnotherapy #HypnosisWorks #NorthernIreland #Belfast #Cookstown #Ballymena #Omagh #Coleraine https://t.co/TWlEUy2lYA","[{'text': 'Weightloss', 'indices': [79, 90]}, {'text': 'YouCanQuit', 'indices': [91, 102]}, {'text': 'WeightManagement', 'indices': [103, 120]}, {'text': 'StopSmoking', 'indices': [121, 133]}, {'text': 'QuitSmoking', 'indices': [134, 146]}, {'text': 'GastricBandHypnotherapy', 'indices': [147, 171]}, {'text': 'Hypnotherapy', 'indices': [172, 185]}, {'text': 'HypnosisWorks', 'indices': [186, 200]}, {'text': 'NorthernIreland', 'indices': [201, 217]}, {'text': 'Belfast', 'indices': [218, 226]}, {'text': 'Cookstown', 'indices': [227, 237]}, {'text': 'Ballymena', 'indices': [238, 248]}, {'text': 'Omagh', 'indices': [249, 255]}, {'text': 'Coleraine', 'indices': [256, 266]}]"
podsandpouches,"England, United Kingdom",314,none,2022-04-14 08:54:49+00:00,"
Siberia available now!😎

#uknicopods #snus #snuslife #snusnation #nicopods #stopsmoking #notobacco #smokeless #footballsnus #nicopodsuk #lyft #snusdosa #snusland #snuscentral #snusshop #snusreview #snusforlife #snusodens #snuslovers #snustagram #uksnus #snuslyft #snussiberia https://t.co/0dki2LfcG0","[{'text': 'uknicopods', 'indices': [25, 36]}, {'text': 'snus', 'indices': [37, 42]}, {'text': 'snuslife', 'indices': [43, 52]}, {'text': 'snusnation', 'indices': [53, 64]}, {'text': 'nicopods', 'indices': [65, 74]}, {'text': 'stopsmoking', 'indices': [75, 87]}, {'text': 'notobacco', 'indices': [88, 98]}, {'text': 'smokeless', 'indices': [99, 109]}, {'text': 'footballsnus', 'indices': [110, 123]}, {'text': 'nicopodsuk', 'indices': [124, 135]}, {'text': 'lyft', 'indices': [136, 141]}, {'text': 'snusdosa', 'indices': [142, 151]}, {'text': 'snusland', 'indices': [152, 161]}, {'text': 'snuscentral', 'indices': [162, 174]}, {'text': 'snusshop', 'indices': [175, 184]}, {'text': 'snusreview', 'indices': [185, 196]}, {'text': 'snusforlife', 'indices': [197, 209]}, {'text': 'snusodens', 'indices': [210, 220]}, {'text': 'snuslovers', 'indices': [221, 232]}, {'text': 'snustagram', 'indices': [233, 244]}, {'text': 'uksnus', 'indices': [245, 252]}, {'text': 'snuslyft', 'indices': [253, 262]}, {'text': 'snussiberia', 'indices': [263, 275]}]"
NHSShane,"Blackpool, England",221,NHSQuitTobacco,2022-04-14 06:16:49+00:00,"
RT @NHSQuitTobacco: If you’re admitted to hospital as a smoker, you can get #stopsmoking support from one of our Specialist Practitioners i…","[{'text': 'stopsmoking', 'indices': [76, 88]}]"
pseudonhm,"Outaouais, Québec, Canada",300,none,2022-04-13 21:52:21+00:00,"
#SmokeIsSmoke #WoodSmoke #AirPollution #PM2_5

We recognized the need to stop #smoking; now we need to get #homes (on-grid) #yards, and other #venues, to #StopSmoking too. https://t.co/dVgy2fnu26","[{'text': 'SmokeIsSmoke', 'indices': [0, 13]}, {'text': 'WoodSmoke', 'indices': [14, 24]}, {'text': 'AirPollution', 'indices': [25, 38]}, {'text': 'PM2_5', 'indices': [39, 45]}, {'text': 'smoking', 'indices': [78, 86]}, {'text': 'homes', 'indices': [107, 113]}, {'text': 'yards', 'indices': [124, 130]}, {'text': 'venues', 'indices': [142, 149]}, {'text': 'StopSmoking', 'indices': [154, 166]}]"
PreventiveBot,,754,pseudonhm,2022-04-13 21:42:00+00:00,"
RT @pseudonhm: #SmokeIsSmoke #WoodSmoke #AirPollution #PM2_5

We recognized the need to stop #smoking; now we need to get our #homes, #yard…","[{'text': 'SmokeIsSmoke', 'indices': [15, 28]}, {'text': 'WoodSmoke', 'indices': [29, 39]}, {'text': 'AirPollution', 'indices': [40, 53]}, {'text': 'PM2_5', 'indices': [54, 60]}, {'text': 'smoking', 'indices': [93, 101]}, {'text': 'homes', 'indices': [126, 132]}]"
PreventiveBot,,754,NHSQuitTobacco,2022-04-13 21:41:52+00:00,"
RT @NHSQuitTobacco: If you’re admitted to hospital as a smoker, you can get #stopsmoking support from one of our Specialist Practitioners i…","[{'text': 'stopsmoking', 'indices': [76, 88]}]"
pseudonhm,"Outaouais, Québec, Canada",300,none,2022-04-13 21:39:02+00:00,"
#SmokeIsSmoke #WoodSmoke #AirPollution #PM2_5

We recognized the need to stop #smoking; now we need to get our #homes, #yards, and other #venues, to #StopSmoking too. https://t.co/JtNCEPEN1C","[{'text': 'SmokeIsSmoke', 'indices': [0, 13]}, {'text': 'WoodSmoke', 'indices': [14, 24]}, {'text': 'AirPollution', 'indices': [25, 38]}, {'text': 'PM2_5', 'indices': [39, 45]}, {'text': 'smoking', 'indices': [78, 86]}, {'text': 'homes', 'indices': [111, 117]}, {'text': 'yards', 'indices': [119, 125]}, {'text': 'venues', 'indices': [137, 144]}, {'text': 'StopSmoking', 'indices': [149, 161]}]"
Claudia_Bess,859,226,UKBHWELL,2022-04-13 21:38:37+00:00,"
RT @UKBHWELL: People living with #BehavioralHealth challenges are #MoreLikely to: smoke, smoke more, want to #StopSmoking, die prematurely,…","[{'text': 'BehavioralHealth', 'indices': [33, 50]}, {'text': 'MoreLikely', 'indices': [66, 77]}, {'text': 'StopSmoking', 'indices': [109, 121]}]"
NHSQuitTobacco,"Blackpool, England",117,none,2022-04-13 21:34:36+00:00,"
If you’re admitted to hospital as a smoker, you can get #stopsmoking support from one of our Specialist Practitioners including bedside support, free stop smoking medications &amp; 12 weeks support after discharge. Meet Louise, who can increase your chances of quitting by 300%. https://t.co/pDUbowyQ7u","[{'text': 'stopsmoking', 'indices': [56, 68]}]"
CainMonroe,"Ædinburg, Æden, US",315,none,2022-04-13 19:44:30+00:00,"
#smoking #DontSmoke #StopSmoking #QuitSmoking 
Smoking, just DON’T https://t.co/SKdBsWmzXK","[{'text': 'smoking', 'indices': [0, 8]}, {'text': 'DontSmoke', 'indices': [9, 19]}, {'text': 'StopSmoking', 'indices': [20, 32]}, {'text': 'QuitSmoking', 'indices': [33, 45]}]"
pseudonhm,"Outaouais, Québec, Canada",300,none,2022-04-13 19:20:30+00:00,"
#SmokeIsSmoke

We recognized the need to stop #smoking; now we need to get our #homes, #yards, and other #venues, to #StopSmoking too. https://t.co/BLiXZiMmYB","[{'text': 'SmokeIsSmoke', 'indices': [0, 13]}, {'text': 'smoking', 'indices': [46, 54]}, {'text': 'homes', 'indices': [79, 85]}, {'text': 'yards', 'indices': [87, 93]}, {'text': 'venues', 'indices': [105, 112]}, {'text': 'StopSmoking', 'indices': [117, 129]}]"
JaneScatt,,1234,NHSQuitTobacco,2022-04-13 19:15:19+00:00,"
RT @NHSQuitTobacco: #Stopsmoking support is available for @BlackpoolHosp patients who smoke, including:

• Bedside support during hospital…","[{'text': 'Stopsmoking', 'indices': [20, 32]}]"
princetonmedspa,"Princeton, NJ",159,none,2022-04-13 19:13:05+00:00,"
Smoking seriously damages your lungs. #StopSmoking today. Try  #LaserStopSmokingTherapy https://t.co/JdOi5PkbvM #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/Z0Nb7xZiXP","[{'text': 'StopSmoking', 'indices': [38, 50]}, {'text': 'LaserStopSmokingTherapy', 'indices': [63, 87]}, {'text': 'stopsmokinglaser', 'indices': [112, 129]}, {'text': 'quitsmoking', 'indices': [130, 142]}, {'text': 'Smokingcessation', 'indices': [143, 160]}, {'text': 'laserstopsmokingnj', 'indices': [161, 180]}, {'text': 'stopsmokingnearme', 'indices': [181, 199]}, {'text': 'stopsmokinglasernj', 'indices': [200, 219]}]"
perm_cosmetics,USA,142,none,2022-04-13 19:13:04+00:00,"
Smoking seriously damages your lungs. #StopSmoking today. Try  #LaserStopSmokingTherapy https://t.co/m2vcGVvHnR #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/6csNNgpTiJ","[{'text': 'StopSmoking', 'indices': [38, 50]}, {'text': 'LaserStopSmokingTherapy', 'indices': [63, 87]}, {'text': 'stopsmokinglaser', 'indices': [112, 129]}, {'text': 'quitsmoking', 'indices': [130, 142]}, {'text': 'Smokingcessation', 'indices': [143, 160]}, {'text': 'laserstopsmokingnj', 'indices': [161, 180]}, {'text': 'stopsmokingnearme', 'indices': [181, 199]}, {'text': 'stopsmokinglasernj', 'indices': [200, 219]}]"
vitastorm05,,244,none,2022-04-13 19:13:04+00:00,"
Smoking seriously damages your lungs. #StopSmoking today. Try  #LaserStopSmokingTherapy https://t.co/mT1ycxjgDY #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/SU8cLqxO7i","[{'text': 'StopSmoking', 'indices': [38, 50]}, {'text': 'LaserStopSmokingTherapy', 'indices': [63, 87]}, {'text': 'stopsmokinglaser', 'indices': [112, 129]}, {'text': 'quitsmoking', 'indices': [130, 142]}, {'text': 'Smokingcessation', 'indices': [143, 160]}, {'text': 'laserstopsmokingnj', 'indices': [161, 180]}, {'text': 'stopsmokingnearme', 'indices': [181, 199]}, {'text': 'stopsmokinglasernj', 'indices': [200, 219]}]"
MediSpaNJ,USA,247,none,2022-04-13 19:13:04+00:00,"
Smoking seriously damages your lungs. #StopSmoking today. Try  #LaserStopSmokingTherapy https://t.co/GNQtkqjva2 #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/YMVq1mdUoF","[{'text': 'StopSmoking', 'indices': [38, 50]}, {'text': 'LaserStopSmokingTherapy', 'indices': [63, 87]}, {'text': 'stopsmokinglaser', 'indices': [112, 129]}, {'text': 'quitsmoking', 'indices': [130, 142]}, {'text': 'Smokingcessation', 'indices': [143, 160]}, {'text': 'laserstopsmokingnj', 'indices': [161, 180]}, {'text': 'stopsmokingnearme', 'indices': [181, 199]}, {'text': 'stopsmokinglasernj', 'indices': [200, 219]}]"
PreventiveBot,,754,pseudonhm,2022-04-13 18:57:28+00:00,"
RT @pseudonhm: We recognized the need to stop #smoking; now we need to get our #homes, #yards, and other #venues, to #StopSmoking too. http…","[{'text': 'smoking', 'indices': [46, 54]}, {'text': 'homes', 'indices': [79, 85]}, {'text': 'yards', 'indices': [87, 93]}, {'text': 'venues', 'indices': [105, 112]}, {'text': 'StopSmoking', 'indices': [117, 129]}]"
